,anharmfreq,rOH,rHO,rOO,tOHO,EFddec,EFddec_tot,EFddec_proj_HO,sOH,sOHQM,EFddec_perp
134,2415.781,1.01769118194077,1.62383027019452,2.6301734820730003,169.082183606901,0.063616972584146,0.06413238108781599,0.06355158241124,0.7973165697820028,0.6973,0.008114376329756999
135,3469.415,0.97754692828529,2.34151344533423,2.9605027493892,120.541324771697,0.07696465209121099,0.077117897360233,0.041727516451176005,0.877291032987514,0.7949,0.004859261439998
136,3552.145,0.9729536939649291,3.0,3.5,100.0,0.031958982948725,0.031966198490657995,0.0,0.98656842265888,0.9488,0.000679157439207
137,3301.39,0.9851820762173841,2.14334909160874,2.8788085141947204,130.14897956621598,0.088634607856098,0.08883312732066499,0.054937787576330006,0.878030947482019,0.7771,0.0059355538718080005
138,3541.31,0.973497199584904,3.0,3.5,100.0,0.044618853635103,0.044685643695251,0.0,0.96668050589278,0.8821,0.002442263857194
139,3362.4179999999997,0.982216207295954,2.1260760270742898,3.0460193784839906,155.429907120889,0.03070294965967,0.03425972195697,0.029203501612279,0.9265464051911451,0.7965,0.015200573369603001
140,3487.783,0.977007870080891,2.3797456259580203,3.1870811849849905,139.572512322,0.022849416568049997,0.027777756473591,0.023204195678903,0.946849198425912,0.8074,0.015795819611715
141,2600.442,1.01504110128605,1.7488531727963899,2.65338028750121,146.239877325,0.066492123713823,0.06668643198811401,0.057987796165508,0.8598766766402429,0.7389,0.0050870124170240005
142,3524.539,0.9753499612446809,3.0,3.5,100.0,0.010508241390145,0.013734178691738002,0.0,0.987271408463732,0.8541,0.008843332359639
143,3474.0159999999996,0.9788082041952859,2.31902102849457,3.0410464179292,129.900263220413,0.022863746385617,0.02771657582992,0.026225524580996005,0.9551058607628259,0.8064,0.015667088974978
144,3037.8940000000002,0.9969898307405141,1.91014849844194,2.7291165068754397,137.43949235629802,0.044097522752446,0.045520940499920996,0.033713907515287,0.8954454649878479,0.7763,0.011294446028681997
145,2249.2960000000003,1.02753849241768,1.62646267832988,2.60798229230952,158.056711000289,0.073730853566481,0.07380810511532901,0.068141758418696,0.809233584855568,0.6935,0.003376035111419
146,3570.551,0.97194855218782,3.0,3.5,100.0,0.007085248005754001,0.014633923387813998,0.0,0.988374614199654,0.8675,0.012804334204376003
147,3086.913,0.992833809104022,1.9208321058072702,2.78161786235996,143.400742324247,0.09048610922501299,0.091293211555018,0.06896102837641299,0.8701018786383241,0.7882,0.012112576660163
